,word1,word2,relation,freq.
25032,dog,harness,co-hyponymy,1
25033,bridge,barricade,crossclassified,1
25034,bridge,clothing,crossclassified,1
25035,bridge,skateboard,crossclassified,1
25036,bridge,skateboarding,crossclassified,1
25037,jacket,dress coat,not-covered,1
25038,van,motor,crossclassified,1
25039,van,headlight,crossclassified,1
25040,guy,camera man,crossclassified,1
25041,guy,train,crossclassified,1
25043,table,tickets,crossclassified,1
25045,booth,train,crossclassified,1
25061,dog,chelate,crossclassified,1
25046,booth,door,crossclassified,1
25047,booth,telethon,not-covered,1
25050,robe,snakes,crossclassified,1
25051,robe,snack,crossclassified,1
25052,robe,house coat,crossclassified,1
25053,rowboat,ship,crossclassified,1
25054,aquarium,shirt,crossclassified,1
25055,aquarium,shoe,crossclassified,1
25056,aquarium,fishes,crossclassified,1
25057,table,storefront,crossclassified,1
25058,boat,cruiser,hypernymy.1,1
25059,woman,air cooler,not-covered,1
25060,woman,electronics goods,not-covered,1
25097,bench,chocolate donut,not-covered,1
25099,housing,cap,co-hyponymy,1
25028,bowl,skate bowl,not-covered,1
25156,dugout,grill,crossclassified,1
25143,hose,pant,co-hyponymy,1
25144,hose,player,crossclassified,1
25145,hose,planter,crossclassified,1
25146,hose,wall,crossclassified,1
25147,hose,street,crossclassified,1
25148,hose,patio,crossclassified,1
25149,hose,sidewalk,crossclassified,1
25150,cat,eye glass,crossclassified,1
25151,cat,specs,crossclassified,1
25152,child,child waving,not-covered,1
25153,cabinet,peppers,crossclassified,1
25154,cabinet,chili,crossclassified,1
25155,cabinet,sillies,crossclassified,1
25157,dugout,human,crossclassified,1
25141,hose,concrete,crossclassified,1
25158,curtain,loveseat,crossclassified,1
25159,woman,core,crossclassified,1
25160,jacket,fresh,crossclassified,1
25161,woman,lase,not-covered,1
25162,woman,controllerships,crossclassified,1
25164,curtain,student,crossclassified,1
25165,man,tie oat,not-covered,1
25166,woman,nerd,crossclassified,1
25167,truck,armored truck,not-covered,1
25168,woman,parachute,crossclassified,1
25170,woman,kite flier,not-covered,1
25171,car,train wagon,not-covered,1
25172,car,boxcars,hypernymy.1,1
25142,hose,???,not-covered,1
25140,hose,alley,crossclassified,1
25100,housing,brick wall,not-covered,1
25115,house,fabric,crossclassified,1
25101,housing,motor,crossclassified,1
25102,housing,person,crossclassified,1
25104,dog,husky dog,not-covered,1
25105,shirt,office,crossclassified,1
25106,car,ire,crossclassified,1
25107,car,streetcar,crossclassified,1
25108,house,blanket,crossclassified,1
25109,house,vegetables,crossclassified,1
25110,house,bed sheet,crossclassified,1
25111,house,sheet,crossclassified,1
25112,house,plantains,crossclassified,1
25113,house,stall,crossclassified,1
25114,house,towel,crossclassified,1
25116,carpet,showroom,crossclassified,1
25139,hose,yard,crossclassified,1
25117,carpet,mattress store,not-covered,1
25118,carpet,store,crossclassified,1
25119,carpet,ribbon,crossclassified,1
25120,scooter,light,crossclassified,1
25121,scooter,tyre,crossclassified,1
25123,boy,button,crossclassified,1
25128,shack,window,crossclassified,1
25129,shack,wood house,not-covered,1
25131,truck,vesicle,crossclassified,1
25132,hose,shirt,co-hyponymy,1
25134,hose,door,crossclassified,1
25135,hose,t-shirt,crossclassified,1
25138,hose,boy,crossclassified,1
25029,bowl,bowllike,not-covered,1
25027,bowl,skateboarder,crossclassified,1
24865,jacket,cloak,crossclassified,1
24926,cow,livestock,co-hyponymy,1
24910,child,floor,crossclassified,1
24911,shirt,tennis racquet,crossclassified,1
24913,cathedral,window,crossclassified,1
24914,bench,waiting seat,not-covered,1
24915,bench,eggs,crossclassified,1
24916,bench,shoes,crossclassified,1
24917,pickup,mini truck,not-covered,1
24918,pickup,ladder,crossclassified,1
24919,man,jam,crossclassified,1
24920,man,doughnuts,crossclassified,1
24921,girl,writing,crossclassified,1
24924,pot,ire,crossclassified,1
24925,t-shirt,back,crossclassified,1
24927,child,snack,crossclassified,1
24908,desk,note book,crossclassified,1
24928,child,snakes,crossclassified,1
24929,child,pastry,crossclassified,1
24930,bench,wood bunch,not-covered,1
24931,penguin,toy,crossclassified,1
24932,dugout,team members,not-covered,1
24933,shirt,moper,not-covered,1
24934,car,tail lights,crossclassified,1
24935,dog,tile,crossclassified,1
24936,dog,toilet,crossclassified,1
24937,sedan,tyre,crossclassified,1
24938,train,hole,crossclassified,1
24939,train,stone,crossclassified,1
24940,train,tank,crossclassified,1
24909,bottle,water cane,not-covered,1
24907,bench,jump,crossclassified,1
24942,cup,broth,crossclassified,1
24886,man,patrolman,crossclassified,1
24866,train,railroad,crossclassified,1
24867,motorcycle,bewared,crossclassified,1
24868,motorcycle,sky,crossclassified,1
24871,boy,sunglasses,crossclassified,1
24872,shirt,skating,crossclassified,1
24873,bed,bodice,crossclassified,1
24874,bridge,tie ran,not-covered,1
24875,bridge,cargo,crossclassified,1
24876,man,ire,crossclassified,1
24877,guy,hand band,not-covered,1
24881,carpeting,turf grass,not-covered,1
24883,dove,feather,crossclassified,1
24884,man,motorbike,crossclassified,1
24888,house,pot,crossclassified,1
24906,bench,post,crossclassified,1
24889,house,garden,crossclassified,1
24890,truck,boom truck,not-covered,1
24891,truck,cherry picker,not-covered,1
24892,truck,hydraulic machine,not-covered,1
24893,truck,traffic lights,crossclassified,1
24894,pitcher,glows,crossclassified,1
24895,house,mane,crossclassified,1
24898,jacket,headset,crossclassified,1
24899,rug,pot,crossclassified,1
24901,lady,talker,crossclassified,1
24902,lady,glove,crossclassified,1
24904,bench,wool,crossclassified,1
24905,bench,scatting board,not-covered,1
24941,counter,bar stools,not-covered,1
24946,forward,controller,not-covered,1
25026,bowl,swimming,crossclassified,1
25010,athlete,clothing,crossclassified,1
24994,counter,micro wen,not-covered,1
24995,counter,nigh,crossclassified,1
24996,cabinet,copolymer,crossclassified,1
24997,cabinet,cab board,not-covered,1
24998,car,wheels,co-hyponymy,1
25001,child,handclasps,crossclassified,1
25002,t-shirt,toilet,crossclassified,1
25003,woman,cellular phone,crossclassified,1
25004,fork,snack,crossclassified,1
25005,fork,food cake,not-covered,1
25006,sofa,cot,crossclassified,1
25008,hat,ball cap,not-covered,1
25009,athlete,tress,crossclassified,1
25011,bench,cire,not-covered,1
24992,man,people in suits,not-covered,1
25012,carpet,office floor,not-covered,1
25013,toddler,skate,crossclassified,1
25014,toddler,board,crossclassified,1
25015,toddler,skateboard,crossclassified,1
25016,bowl,serving tray,not-covered,1
25017,bowl,fruit place,not-covered,1
25018,coat,pent rive,not-covered,1
25019,coat,lens,crossclassified,1
25020,coat,projector,crossclassified,1
25021,woman,blonde woman,not-covered,1
25022,bowl,skateboard wall,not-covered,1
25024,bowl,graffiti,crossclassified,1
25025,bowl,ledge,crossclassified,1
24993,jacket,cool drinks,not-covered,1
24991,vase,handle,crossclassified,1
24947,forward,jacket,not-covered,1
24971,bird,pro,crossclassified,1
24948,curtain,mate,crossclassified,1
24949,shirt,souvenir,crossclassified,1
24950,boy,midget,crossclassified,1
24954,bowl,banian,crossclassified,1
24955,girl,female tennis player,not-covered,1
24956,counter,baby,co-hyponymy,1
24957,boy,foot ball,crossclassified,1
24961,bookcase,woman,crossclassified,1
24962,jacket,wall photo,not-covered,1
24964,bovine,steer,hypernymy.1,1
24967,bovine,sheep,co-hyponymy,1
24968,bovine,buffalo,co-hyponymy,1
24969,bovine,ox,hypernymy.1,1
24972,coat,attire,crossclassified,1
24990,vase,picture,crossclassified,1
24973,coat,clerical clothing,not-covered,1
24974,coat,cloak,co-hyponymy,1
24975,coat,knife,crossclassified,1
24976,counter,kitchen ware,crossclassified,1
24977,bowl,salsa,crossclassified,1
24978,bowl,clay bowl,not-covered,1
24979,bed,jeans,crossclassified,1
24983,sari,mobile phone,crossclassified,1
24985,furniture,belt,crossclassified,1
24986,furniture,jeans,crossclassified,1
24987,furniture,blue jeans,crossclassified,1
24988,vase,class,crossclassified,1
24989,vase,wood,crossclassified,1
23230,pitcher,shortstop,co-hyponymy,1
23229,bowl,moirai,crossclassified,1
23227,dress,human child back,not-covered,1
21344,house,name plate,crossclassified,1
21328,bowl,soup bowel,not-covered,1
21329,bowl,bird,crossclassified,1
21330,bowl,passe,crossclassified,1
21331,car,mini truck,not-covered,1
21332,tie,boy,crossclassified,1
21335,cookie,whoopee,crossclassified,1
21336,cookie,burger,crossclassified,1
21338,house,larry,not-covered,1
21339,woman,laugh,crossclassified,1
21340,shirt,black t-shirt,not-covered,1
21341,batter,tee ball player,not-covered,1
21342,batter,batting boy,not-covered,1
21343,motorcycle,police officers,crossclassified,1
21346,jacket,elephant,crossclassified,1
21326,jeep,lorry,crossclassified,1
21347,pitcher,water filter,crossclassified,1
21350,pitcher,filter pitcher,not-covered,1
21351,lady,top dress,crossclassified,1
21353,pan,slices of pizza,not-covered,1
21355,t-shirt,niche shirt,not-covered,1
21356,t-shirt,plate,crossclassified,1
21357,cake,name board,not-covered,1
21358,man,ice skate,crossclassified,1
21361,necktie,die,crossclassified,1
21363,bowl,grits,crossclassified,1
21364,bowl,mashed potatoes,not-covered,1
21367,giraffe,zoo animals,not-covered,1
21368,house,front porch,crossclassified,1
21327,jeep,truck jeep,not-covered,1
21325,lady,catcher,crossclassified,1
21372,woman,wheelchair,crossclassified,1
21303,jacket,red coat,crossclassified,1
21287,woman,flier,crossclassified,1
21289,cabinet,marble,crossclassified,1
21290,cabinet,persuasion,crossclassified,1
21291,truck,bucket truck,not-covered,1
21292,truck,forklift,crossclassified,1
21294,guacamole,salad,crossclassified,1
21296,guacamole,bowl,crossclassified,1
21297,guacamole,guaco,not-covered,1
21298,guacamole,glass,crossclassified,1
21299,bottle,flowerpot,crossclassified,1
21300,cow,cow cattle,not-covered,1
21301,man,local,crossclassified,1
21302,kid,racer,crossclassified,1
21306,cake,cake train,not-covered,1
21324,house,party hats,not-covered,1
21307,chair,robe,crossclassified,1
21308,bread,top slice of sandwich,not-covered,1
21309,curtain,shower curtain and rod,not-covered,1
21310,guy,sandwich,crossclassified,1
21312,bread,sandwich bun top,not-covered,1
21313,woman,organizer,crossclassified,1
21314,vase,statue vase,not-covered,1
21315,vase,baptismal font,crossclassified,1
21317,vase,design,crossclassified,1
21319,broth,salad,crossclassified,1
21320,broth,vegetables,crossclassified,1
21321,broth,pot,crossclassified,1
21322,table,media center,not-covered,1
21371,woman,person in wheelchair,not-covered,1
21373,table,paw,crossclassified,1
21284,bun,chips,crossclassified,1
21433,woman,res,crossclassified,1
21418,scooter,transporter,crossclassified,1
21420,car,drink cart,not-covered,1
21421,car,worker,crossclassified,1
21423,kimono,cellphone,crossclassified,1
21424,kimono,hands,crossclassified,1
21425,kimono,phone,crossclassified,1
21426,kimono,blouse,crossclassified,1
21427,kimono,smartphone,not-covered,1
21428,truck,truck camper,not-covered,1
21429,man,tall,crossclassified,1
21430,shirt,scorch,crossclassified,1
21431,counter,hatstand,not-covered,1
21432,counter,animal,crossclassified,1
21434,dress,polo,crossclassified,1
21415,man,flier,co-hyponymy,1
21435,parrot,dove,crossclassified,1
21436,teapot,container,hypernymy.2,1
21438,teapot,coffeepot,co-hyponymy,1
21441,teapot,doll,crossclassified,1
21442,child,clothes,crossclassified,1
21443,truck,pick up car,not-covered,1
21444,sandwich,bread tea,not-covered,1
21445,zebra,face,crossclassified,1
21447,man,gentleman skier,not-covered,1
21448,boy,phones,crossclassified,1
21449,boy,harpooner,crossclassified,1
21450,car,locomotive engine,crossclassified,1
21453,curtain,statue clock,not-covered,1
21417,shirt,man's shirt and tie,not-covered,1
21413,shirt,daughter,crossclassified,1
21374,table,remote controller,not-covered,1
21393,dress,pet apparel,not-covered,1
21375,car,ut,crossclassified,1
21376,cathedral,automobile,crossclassified,1
21378,counter,work surface,crossclassified,1
21379,counter,skite,not-covered,1
21380,pot,bowl of food,not-covered,1
21381,pot,hot pot,crossclassified,1
21382,lady,case,crossclassified,1
21383,kid,jeans,crossclassified,1
21384,chair,sand,crossclassified,1
21387,pavilion,park shelter,not-covered,1
21388,pavilion,garage,crossclassified,1
21389,boy,groom,crossclassified,1
21392,dress,pet sweater,not-covered,1
21394,dress,cat shirt,not-covered,1
21412,girl,happy,crossclassified,1
21395,dress,cat clothing,not-covered,1
21396,boy,base ball glove,not-covered,1
21397,bowl,tangerine,crossclassified,1
21399,bowl,bowl of oranges,not-covered,1
21400,man,mover,crossclassified,1
21402,shirt,ice cream,crossclassified,1
21403,dog,umpire,crossclassified,1
21404,cow,antelope,crossclassified,1
21405,cow,zebu,crossclassified,1
21406,cow,gazelle,crossclassified,1
21407,dugout,ca,crossclassified,1
21410,bridge,skating board,not-covered,1
21411,bridge,scoreboard,crossclassified,1
21285,sandwich,sofa,crossclassified,1
21282,squirrel,beaver,co-hyponymy,1
21456,coat,ring,crossclassified,1
21162,table,television stand,not-covered,1
21144,chair,leg,crossclassified,1
21146,salad,rice,crossclassified,1
21147,salad,kitchen,crossclassified,1
21148,girl,computer,crossclassified,1
21150,girl,patio,crossclassified,1
21151,girl,polo,crossclassified,1
21152,girl,school,crossclassified,1
21153,girl,house,crossclassified,1
21154,guy,hiker,crossclassified,1
21156,horse,horse legs,not-covered,1
21158,dog,haunches,crossclassified,1
21159,dog,spaniel,hypernymy.1,1
21161,girl,contestant,crossclassified,1
21164,player,pitcher,hypernymy.1,1
21142,bun,chilidog,not-covered,1
21165,player,jersey,crossclassified,1
21166,player,athlete,co-hyponymy,1
21167,player,gloves,crossclassified,1
21168,player,shirt,crossclassified,1
21169,player,t-shirt,crossclassified,1
21170,jacket,cool glass,not-covered,1
21172,bed,cup,crossclassified,1
21173,boy,scat bored,not-covered,1
21175,car,petrol,crossclassified,1
21176,table,tupperware,not-covered,1
21177,table,tub,crossclassified,1
21180,man,tuxedo,crossclassified,1
21181,grill,cage,crossclassified,1
21143,house,boll,crossclassified,1
21141,bun,italian,crossclassified,1
21184,grill,shelf,crossclassified,1
21121,boat,roof,crossclassified,1
21098,gentleman,gamer,crossclassified,1
21099,gentleman,wii,not-covered,1
21101,gentleman,belt,crossclassified,1
21102,gentleman,player,crossclassified,1
21103,gentleman,video game,crossclassified,1
21104,guy,bracelet,crossclassified,1
21105,carpet,overboard,crossclassified,1
21106,carpet,road,crossclassified,1
21108,carpet,scat board,not-covered,1
21111,muffin,hamburger,crossclassified,1
21113,owl,baby bird,crossclassified,1
21115,zebra,hind legs,crossclassified,1
21118,boat,cover,crossclassified,1
21122,boat,tent roof,not-covered,1
21140,bun,grinder,crossclassified,1
21123,boat,sheet,crossclassified,1
21125,hut,thatched roof,crossclassified,1
21126,hut,bananas,crossclassified,1
21127,hut,palm,crossclassified,1
21129,hut,leaf,crossclassified,1
21130,hut,thatch,crossclassified,1
21131,hut,lalapalooza,not-covered,1
21133,hut,thatch roof,not-covered,1
21134,hut,parrot,crossclassified,1
21135,man,objects,hypernymy.2,1
21136,jacket,sweat we,not-covered,1
21138,boy,tee ball player,not-covered,1
21139,bench,sweaters,crossclassified,1
21183,grill,dog,crossclassified,1
21187,child,juice,crossclassified,1
21281,squirrel,scurrile,not-covered,1
21256,boat,bawl,crossclassified,1
21242,bull,dog,crossclassified,1
21243,hat,teddy,crossclassified,1
21245,boy,goggles,crossclassified,1
21246,dugout,fencing,crossclassified,1
21247,tent,sun shade,crossclassified,1
21248,tent,umbellate,crossclassified,1
21249,child,organizer,crossclassified,1
21250,child,trees,crossclassified,1
21251,plane,statue,crossclassified,1
21252,spoon,candles,crossclassified,1
21253,lady,smile,crossclassified,1
21254,lady,reader,crossclassified,1
21255,dog,pug dog,hypernymy.1,1
21257,cottage,leaf,crossclassified,1
21240,toddler,man,crossclassified,1
21258,cottage,boat,crossclassified,1
21260,boy,headphones,crossclassified,1
21261,girl,young woman,synonymy,1
21263,counter,kerchief,crossclassified,1
21264,bread,purger,not-covered,1
21265,woman,showgirl,crossclassified,1
21270,reindeer,dog toy,not-covered,1
21271,reindeer,teddy bear,crossclassified,1
21276,fork,cogitable,crossclassified,1
21277,fork,vegetable,crossclassified,1
21278,fork,veganism,not-covered,1
21279,squirrel,toy squirrel,not-covered,1
