,word1,word2,relation,freq. (unord),"freq. (w1,w2)","freq. (w2,w1)"
9571,male,shirt,crossclassified,2,0,2
15025,goal,stand,crossclassified,2,2,0
12869,teepee,tip,crossclassified,2,2,0
8677,person,train,crossclassified,2,0,2
8654,bridge,lamp,crossclassified,2,2,0
9586,die,shirt,crossclassified,2,0,2
12759,building,man,crossclassified,2,2,0
3349,couch,sleeveless,crossclassified,2,2,0
8869,bed,bible,crossclassified,2,2,0
3809,jacket,outerwear,crossclassified,2,2,0
12757,building,family,crossclassified,2,2,0
3805,child,hitter,crossclassified,2,2,0
9601,cabinet,shoe,crossclassified,2,2,0
15527,backpack,bench,crossclassified,2,2,0
3403,food,veggies,hypernymy.1,2,2,0
9595,hose,water,crossclassified,2,2,0
12412,parachute,skydiver,crossclassified,2,2,0
8642,house,luggage,crossclassified,2,2,0
12890,shirt,shirtmaker,crossclassified,2,2,0
3797,automobile,man,crossclassified,2,0,2
12888,bracelet,jacket,crossclassified,2,0,2
9588,cat,puppy,crossclassified,2,2,0
8864,child,laptop,crossclassified,2,0,2
396,crust,spatula,crossclassified,2,2,0
1836,pizza,wooden,crossclassified,2,2,0
3768,cart,wheelchair,crossclassified,2,0,2
8714,dish,spoon,co-hyponymy,2,0,2
8706,surfer,watch,crossclassified,2,2,0
12853,head,house,crossclassified,2,0,2
9477,cup,strainer,crossclassified,2,2,0
8709,chair,luggage,crossclassified,2,2,0
8710,tree,wood,crossclassified,2,2,0
9557,desk,hardware,crossclassified,2,2,0
8712,tree,trunks,crossclassified,2,2,0
12849,frisbee,person,crossclassified,2,0,2
3782,jacket,wall,crossclassified,2,1,1
9554,boat,bud,crossclassified,2,2,0
9553,auto,vehicle,hypernymy.2,2,0,2
12770,shirt,toilet,crossclassified,2,2,0
8720,cat,vase,crossclassified,2,2,0
8846,bottle,vial,hypernymy.1,2,2,0
8723,truck,water,crossclassified,2,2,0
3769,luggage,wheelchair,crossclassified,2,0,2
8705,foil,pan,crossclassified,2,0,2
8704,oven,pan,crossclassified,2,0,2
15005,ground,shore,crossclassified,2,0,2
9560,man,shoo,crossclassified,2,2,0
3399,beach,chair,crossclassified,2,1,1
3781,backstop,wall,co-hyponymy,2,0,2
8683,barer,pizza,crossclassified,2,0,2
9569,burger,fruit,crossclassified,2,2,0
12765,restaurant,umbrella,crossclassified,2,2,0
3722,girl,tree,crossclassified,2,2,0
8685,casserole,pizza,co-hyponymy,2,0,2
8686,suit,wall,crossclassified,2,2,0
12864,pie,quiche,hypernymy.1,2,2,0
8851,dress,umbellate,crossclassified,2,2,0
3363,animal,squirrel,hypernymy.1,2,0,2
12860,bench,sign,crossclassified,2,1,1
8697,bur,hotdog,crossclassified,2,0,2
3777,padding,wall,crossclassified,2,0,2
3776,backboard,wall,crossclassified,2,0,2
9731,suit,sweater,co-hyponymy,2,0,2
1771,table,vent,crossclassified,2,2,0
9434,building,men,crossclassified,2,2,0
4075,restaurant,truck,crossclassified,2,0,2
15173,burger,couch,crossclassified,2,0,2
8121,light,shirt,crossclassified,2,0,2
9900,knife,phone,crossclassified,2,2,0
15172,couch,foods,crossclassified,2,2,0
8124,child,jug,crossclassified,2,2,0
2079,dugout,uniform,crossclassified,2,2,0
12667,feet,floor,crossclassified,2,0,2
12668,floor,group,hypernymy.2,2,2,0
8132,shirt,water,crossclassified,2,2,0
13161,vase,vessel,hypernymy.2,2,2,0
14897,costume,girl,crossclassified,2,0,2
12669,chair,dresser,crossclassified,2,1,1
1981,boy,screen,crossclassified,2,2,0
8129,toilet,westernization,crossclassified,2,2,0
15785,goalkeeper,man,crossclassified,2,0,2
9393,book,cake,crossclassified,2,0,2
15786,bench,dogs,crossclassified,2,2,0
14895,elephant,head,crossclassified,2,2,0
14894,elephant,face,crossclassified,2,2,0
3189,court,dress,crossclassified,2,1,1
13180,suit,watch,crossclassified,2,2,0
8096,vent,ventilator,crossclassified,2,2,0
12664,food,veritable,crossclassified,2,2,0
3183,court,shoe,crossclassified,2,2,0
13177,eyeglass,face,crossclassified,2,0,2
8100,ground,pizza,crossclassified,2,0,2
13174,boy,fan,crossclassified,2,2,0
8105,girl,sleeveless,crossclassified,2,2,0
1884,skier,suffocating,crossclassified,2,2,0
4085,lamp,sheep,crossclassified,2,0,2
8108,food,produce,hypernymy.1,2,2,0
9019,blate,dog,crossclassified,2,0,2
1714,body,woman,crossclassified,2,0,2
3188,court,turf,crossclassified,2,2,0
8115,bench,cabinet,crossclassified,2,1,1
2078,guys,man,hypernymy.2,2,0,2
9894,building,furniture,crossclassified,2,2,0
8092,pole,vent,crossclassified,2,0,2
4050,candy,donut,crossclassified,2,0,2
9876,lamp,tree,crossclassified,2,2,0
9875,boy,lady,crossclassified,2,2,0
13139,hotdog,pickles,crossclassified,2,2,0
8171,coat,train,crossclassified,2,0,2
8172,entrance,train,crossclassified,2,0,2
4053,cat,leopard,hypernymy.1,2,2,0
12219,counter,veg,crossclassified,2,2,0
12456,bench,pigeons,crossclassified,2,2,0
9893,building,chairs,crossclassified,2,2,0
8180,blender,grinder,crossclassified,2,2,0
9862,dress,sweatshirt,crossclassified,2,1,1
9860,spoons,woman,crossclassified,2,0,2
1982,cheese,spoon,crossclassified,2,0,2
9858,sauce,yolk,crossclassified,2,2,0
12228,flatbed,train,crossclassified,2,0,2
8195,cat,girl,co-hyponymy,2,0,2
8165,shelf,window,crossclassified,2,2,0
14903,fess,shirt,crossclassified,2,0,2
8163,caribou,cow,crossclassified,2,0,2
12215,boat,dinghy,hypernymy.1,2,2,0
9892,rug,wire,crossclassified,2,2,0
8137,vase,woman,crossclassified,2,0,2
8138,donut,sprinkle,crossclassified,2,2,0
8139,donut,muffin,crossclassified,2,1,1
4070,bagel,pizza,crossclassified,2,1,1
3196,cycle,floor,crossclassified,2,0,2
8143,cake,dish,hypernymy.2,2,2,0
4068,pizza,seafood,crossclassified,2,2,0
4067,pancake,pizza,crossclassified,2,1,1
9887,boat,city,crossclassified,2,2,0
13150,dip,guacamole,hypernymy.1,2,0,2
13149,cat,sweatshirt,crossclassified,2,0,2
4064,cupboard,refrigerator,crossclassified,2,0,2
9883,bed,cupboard,crossclassified,2,2,0
1729,building,road,crossclassified,2,1,1
9382,puddle,water,hypernymy.2,2,0,2
8091,cow,mother,crossclassified,2,2,0
8197,food,fritter,hypernymy.1,2,2,0
3166,sandwich,sneaks,crossclassified,2,2,0
12469,counter,doughnuts,crossclassified,2,2,0
8024,pants,rug,crossclassified,2,0,2
14875,clock,seat,crossclassified,2,2,0
3629,table,unknown,crossclassified,2,2,0
1682,court,skier,crossclassified,2,0,2
12651,bedpost,floor,crossclassified,2,0,2
14876,bed,clock,crossclassified,2,0,2
8031,cabinets,drawers,crossclassified,2,2,0
4125,design,vase,crossclassified,2,0,2
8032,cabinets,cupboards,crossclassified,2,2,0
4137,man,stove,crossclassified,2,2,0
8034,cabinets,furniture,hypernymy.2,2,2,0
9041,couch,umbrella,crossclassified,2,2,0
4133,couch,hat,crossclassified,2,2,0
14877,clock,cushion,crossclassified,2,2,0
15513,bunked,ladder,crossclassified,2,2,0
12784,bear,couch,crossclassified,2,0,2
12171,dog,vehicle,crossclassified,2,2,0
13217,pitcher,teapot,crossclassified,2,0,2
13218,jug,teapot,crossclassified,2,0,2
3147,children,couch,crossclassified,2,0,2
9051,plush,toy,crossclassified,2,0,2
9966,house,pagoda,crossclassified,2,2,0
3626,girl,swimmer,crossclassified,2,2,0
12163,sofa,wood,crossclassified,2,2,0
8000,child,knife,crossclassified,2,2,0
4148,bird,sand,crossclassified,2,2,0
13224,knife,quesadilla,crossclassified,2,2,0
9048,lion,toy,crossclassified,2,0,2
8005,shirt,surfboard,crossclassified,2,2,0
8007,counter,mug,crossclassified,2,2,0
12169,couch,head,crossclassified,2,2,0
4145,employee,man,crossclassified,2,0,2
9955,dress,pillow,crossclassified,2,2,0
8013,helmet,sidecar,crossclassified,2,0,2
9371,chair,clothes,crossclassified,2,2,0
12178,clothing,motorcycle,crossclassified,2,0,2
9024,shirty,woman,crossclassified,2,0,2
13184,cake,coconut,crossclassified,2,2,0
9926,samosa,table,crossclassified,2,0,2
3179,cupcake,toy,crossclassified,2,2,0
9378,boy,patient,crossclassified,2,2,0
12659,bottle,dresser,crossclassified,2,0,2
9919,cookie,desert,crossclassified,2,2,0
3180,cupcake,doll,crossclassified,2,2,0
4105,avocado,pizza,crossclassified,2,0,2
8082,iron,train,crossclassified,2,0,2
13202,bridge,surfboard,crossclassified,2,2,0
1885,trailers,truck,crossclassified,2,0,2
12190,curtain,frog,crossclassified,2,2,0
9381,dog,water,crossclassified,2,0,2
15176,dolls,toy,hypernymy.2,2,0,2
4097,paper,wrapper,crossclassified,2,0,2
8088,coke,donut,crossclassified,2,0,2
13181,giraffe,zoo,crossclassified,2,2,0
9927,desert,jacket,crossclassified,2,0,2
9928,jacket,poncho,crossclassified,2,2,0
8064,jacket,painting,crossclassified,2,2,0
8063,graffiti,jacket,crossclassified,2,0,2
9938,hose,pipe,co-hyponymy,2,2,0
12179,motorcycle,toddler,crossclassified,2,2,0
9936,hose,truck,crossclassified,2,2,0
8050,short,skateboarder,crossclassified,2,0,2
3449,animal,jacket,crossclassified,2,0,2
511,skier,sweater,crossclassified,2,2,0
4123,dog,vase,crossclassified,2,1,1
8055,butter,salad,crossclassified,2,0,2
9376,baseballs,dugout,crossclassified,2,0,2
224,face,horse,crossclassified,2,0,2
9033,boat,home,crossclassified,2,2,0
4120,car,floor,crossclassified,2,1,1
3174,bird,shadow,crossclassified,2,2,0
9930,counter,snakes,crossclassified,2,2,0
8062,donut,rice,crossclassified,2,1,1
12229,eyeglass,table,crossclassified,2,0,2
8998,rake,table,crossclassified,2,0,2
3928,rail,tracks,synonymy,2,0,2
1987,frock,shirt,crossclassified,2,0,2
3960,gloves,snowboarder,crossclassified,2,0,2
8338,curtain,hands,crossclassified,2,2,0
8340,jets,plane,hypernymy.2,2,0,2
12705,cab,house,crossclassified,2,0,2
8342,food,hash,hypernymy.1,2,2,0
12708,cow,wildebeest,crossclassified,2,2,0
1985,couch,leaf,crossclassified,2,2,0
3246,steak,table,crossclassified,2,0,2
3250,hotdog,taco,crossclassified,2,2,0
3953,cat,face,crossclassified,2,2,0
12275,car,ford,crossclassified,2,2,0
8349,carpet,umbrella,crossclassified,2,2,0
8350,net,shirt,crossclassified,2,0,2
9427,celery,vegetable,hypernymy.2,2,0,2
3248,bowl,pottery,crossclassified,2,2,0
3949,bear,water,crossclassified,2,0,2
9773,cat,spoon,crossclassified,2,2,0
9774,bus,woman,crossclassified,2,0,2
13051,ceiling,roof,synonymy,2,0,2
9777,chair,shower,crossclassified,2,2,0
9794,cereal,yogurt,crossclassified,2,2,0
8307,fresh,woman,crossclassified,2,0,2
12260,skirting,table,crossclassified,2,0,2
8951,broccoli,meal,crossclassified,2,2,0
8311,airplane,relic,crossclassified,2,2,0
3242,container,reservoir,hypernymy.1,2,2,0
3972,dad,shirt,crossclassified,2,0,2
12265,belt,motorcycle,crossclassified,2,0,2
13055,roof,umbrella,crossclassified,2,2,0
3431,bike,cat,crossclassified,2,0,2
9782,plates,table,crossclassified,2,0,2
9781,shirt,yid,crossclassified,2,2,0
3963,bread,slice,crossclassified,2,2,0
9778,pat,woman,crossclassified,2,0,2
8327,ship,woman,crossclassified,2,0,2
8353,boy,runner,crossclassified,2,2,0
1763,bandana,man,crossclassified,2,0,2
8304,counter,washermen,crossclassified,2,2,0
8393,cup,pushpin,crossclassified,2,2,0
13026,horse,hours,crossclassified,2,2,0
13025,coffee,drink,hypernymy.2,2,0,2
13024,bathtub,washingtonian,crossclassified,2,2,0
12718,chair,ta,crossclassified,2,2,0
8390,cub,giraffe,crossclassified,2,0,2
8392,tail,wing,crossclassified,2,0,2
9433,building,bushes,crossclassified,2,2,0
8931,shoe,skating,crossclassified,2,2,0
3252,mug,soup,crossclassified,2,0,2
9743,desk,sunglasses,crossclassified,2,2,0
13021,arm,sweatshirt,crossclassified,2,0,2
9741,man,shopper,crossclassified,2,2,0
12289,motorcycle,motorcycling,crossclassified,2,2,0
8399,donut,pancake,crossclassified,2,2,0
9739,bed,girls,crossclassified,2,2,0
9737,bed,teacup,crossclassified,2,2,0
3265,candle,woman,crossclassified,2,0,2
14945,garage,sheds,co-hyponymy,2,2,0
3933,boat,surfer,crossclassified,2,0,2
8934,ramp,scatting,crossclassified,2,2,0
8359,boy,glove,crossclassified,2,2,0
3255,boarder,snowboarder,crossclassified,2,0,2
13035,bracelet,man,crossclassified,2,0,2
9755,cookie,pastry,crossclassified,2,2,0
2063,cucumber,fruit,crossclassified,2,2,0
12716,bench,chi,crossclassified,2,2,0
8371,beans,rice,crossclassified,2,0,2
9751,book,dress,crossclassified,2,0,2
8373,pant,scooter,crossclassified,2,0,2
13029,carriage,wheel,co-hyponymy,2,2,0
8935,pant,ramp,crossclassified,2,0,2
3937,bridge,table,crossclassified,2,1,1
3936,bridge,post,crossclassified,2,2,0
8378,hawaiian,shirt,crossclassified,2,0,2
2062,cucumber,produce,hypernymy.2,2,2,0
9421,floor,keyboard,crossclassified,2,2,0
1755,hotdog,topping,crossclassified,2,2,0
4035,cloth,tablecloth,crossclassified,2,0,2
1870,brat,sandwich,crossclassified,2,0,2
2074,jacket,juice,crossclassified,2,2,0
8229,egg,taco,crossclassified,2,0,2
13104,banana,pot,crossclassified,2,0,2
12240,car,fence,crossclassified,2,2,0
8236,bag,horse,crossclassified,2,0,2
3667,house,trailer,crossclassified,2,2,0
15518,beat,chair,crossclassified,2,0,2
15105,boat,book,crossclassified,2,2,0
8249,handbag,table,crossclassified,2,0,2
12693,cloth,table,crossclassified,2,0,2
13099,bag,tent,crossclassified,2,0,2
1746,gravy,liquid,crossclassified,2,2,0
8244,man,suspender,crossclassified,2,2,0
12694,curtain,player,crossclassified,2,2,0
12695,curtain,racket,crossclassified,2,2,0
3222,bench,sparrow,crossclassified,2,2,0
9836,man,platform,crossclassified,2,2,0
3661,cupcake,pastry,crossclassified,2,2,0
4611,harness,vest,crossclassified,2,0,2
12687,bench,gate,crossclassified,2,2,0
8202,livestock,sheep,crossclassified,2,0,2
4032,goat,truck,crossclassified,2,0,2
8997,phone,pizza,crossclassified,2,0,2
15492,man,sharia,crossclassified,2,2,0
9846,cap,curtain,crossclassified,2,0,2
8214,airings,woman,crossclassified,2,0,2
15516,bench,jackets,crossclassified,2,2,0
13114,bouquet,table,crossclassified,2,0,2
9844,shirt,waistcoat,co-hyponymy,2,2,0
12683,bed,teddy,crossclassified,2,2,0
13113,hat,teddy,crossclassified,2,2,0
8219,bench,birds,crossclassified,2,2,0
13111,dugout,table,crossclassified,2,2,0
8984,airplane,wins,crossclassified,2,2,0
9841,facade,house,crossclassified,2,0,2
9823,ball,ground,crossclassified,2,0,2
13093,house,housing,hypernymy.2,2,2,0
13065,computer,woman,crossclassified,2,0,2
1865,bridge,pillar,co-hyponymy,2,2,0
8281,bookshelf,head,crossclassified,2,2,0
9804,child,towel,crossclassified,2,2,0
12254,couch,suit,crossclassified,2,2,0
3977,refrigerator,wine,crossclassified,2,2,0
378,arm,girl,crossclassified,2,0,2
15520,boy,sharia,crossclassified,2,2,0
13073,bed,cup,crossclassified,2,2,0
13070,hooves,horse,crossclassified,2,0,2
1748,burger,gravy,crossclassified,2,0,2
15156,cowboy,tent,crossclassified,2,0,2
8295,castle,house,hypernymy.2,2,1,1
9796,donut,pastries,crossclassified,2,2,0
8298,boom,carpet,crossclassified,2,0,2
8953,boat,cake,crossclassified,2,1,1
8300,horse,race,crossclassified,2,2,0
13066,woman,yard,crossclassified,2,2,0
13078,plastic,table,crossclassified,2,0,2
8959,blt,shirt,crossclassified,2,0,2
9416,boat,hull,crossclassified,2,2,0
3232,counter,pie,crossclassified,2,2,0
3224,ban,bread,crossclassified,2,0,2
8254,boat,people,crossclassified,2,2,0
9411,bench,outfit,crossclassified,2,2,0
3226,reckless,shirt,crossclassified,2,0,2
8257,fries,hotdog,crossclassified,2,0,2
3989,eye,hat,crossclassified,2,0,2
9815,dress,glass,crossclassified,2,2,0
8264,bench,kiwi,crossclassified,2,2,0
14924,bans,boy,crossclassified,2,0,2
13086,board,surfboard,hypernymy.1,2,0,2
8966,bucket,glass,co-hyponymy,2,2,0
3231,person,suit,hypernymy.1,2,0,2
3682,bread,soup,crossclassified,2,0,2
13083,oven,rack,crossclassified,2,0,2
8271,basket,hotdog,crossclassified,2,0,2
7172,cat,watch,crossclassified,2,2,0
5546,house,photo,crossclassified,2,2,0
10424,counter,gas,crossclassified,2,2,0
13987,dessert,sandwich,crossclassified,2,0,2
15299,bookshelf,cap,crossclassified,2,2,0
10907,curtain,wallpaper,crossclassified,2,2,0
6309,clothing,snowboarder,crossclassified,2,0,2
11599,truck,wheeler,crossclassified,2,2,0
15297,house,lamp,crossclassified,2,2,0
2660,cutlet,food,crossclassified,2,0,2
5088,decoration,horse,crossclassified,2,0,2
6315,beach,motorcycle,crossclassified,2,0,2
6316,human,motorcycle,crossclassified,2,0,2
6318,bridge,tower,co-hyponymy,2,2,0
15631,giraffe,paraffin,crossclassified,2,2,0
10900,animal,floor,crossclassified,2,0,2
14540,floor,stage,crossclassified,2,2,0
5079,bikes,truck,co-hyponymy,2,0,2
2662,athletes,woman,crossclassified,2,0,2
6332,gran,woman,crossclassified,2,0,2
6334,counter,storage,crossclassified,2,2,0
10910,notebook,table,crossclassified,2,0,2
5093,jacket,necklace,crossclassified,2,2,0
6301,boy,shoes,crossclassified,2,2,0
1341,sideboard,table,co-hyponymy,2,0,2
959,doughnuts,shirt,crossclassified,2,0,2
10929,bear,girl,crossclassified,2,1,1
14526,dugout,roof,crossclassified,2,2,0
2329,bed,linen,crossclassified,2,2,0
2649,dress,strap,crossclassified,2,2,0
6275,couple,newlyweds,crossclassified,2,2,0
10923,glass,smoothie,crossclassified,2,2,0
6280,boot,table,crossclassified,2,0,2
6298,sea,wave,crossclassified,2,0,2
5103,ashtray,table,crossclassified,2,0,2
6286,cloth,coat,crossclassified,2,0,2
11593,boat,shell,hypernymy.1,2,2,0
6292,hazmat,man,crossclassified,2,0,2
14042,elephant,hut,crossclassified,2,0,2
10916,apple,couch,crossclassified,2,0,2
10914,tin,train,crossclassified,2,0,2
6335,bathtub,wall,crossclassified,2,2,0
2324,child,controller,co-hyponymy,2,2,0
6337,swim,woman,crossclassified,2,0,2
6399,bouquet,flower,crossclassified,2,0,2
5044,beach,walkway,crossclassified,2,2,0
1354,blanket,cape,crossclassified,2,1,1
1355,cape,gown,crossclassified,2,1,1
951,marina,water,crossclassified,2,2,0
11629,floor,ropes,crossclassified,2,2,0
6396,bun,toppings,crossclassified,2,2,0
13992,cushion,table,crossclassified,2,0,2
10858,cat,pot,crossclassified,2,0,2
13997,building,stone,crossclassified,2,2,0
6402,horse,water,crossclassified,2,2,0
950,marina,village,crossclassified,2,2,0
2687,cookware,counter,crossclassified,2,0,2
5035,back,woman,crossclassified,2,0,2
10853,desk,plat,crossclassified,2,2,0
10852,coat,tent,crossclassified,2,0,2
10851,tent,tie,crossclassified,2,2,0
6390,food,lime,hypernymy.1,2,1,1
10861,cotton,sheep,crossclassified,2,0,2
6339,pastry,table,crossclassified,2,0,2
14545,man,sitting,crossclassified,2,2,0
14542,glass,knife,crossclassified,2,0,2
6342,glass,lemons,crossclassified,2,2,0
6346,bowl,desk,crossclassified,2,1,1
14017,paper,ruler,crossclassified,2,0,2
6351,bridge,trafficking,crossclassified,2,2,0
15401,building,cloth,crossclassified,2,2,0
5067,bathrooms,curtain,crossclassified,2,0,2
10879,doughnut,dugout,crossclassified,2,0,2
5047,beach,pier,crossclassified,2,2,0
14010,balcony,house,crossclassified,2,0,2
14552,chain,man,crossclassified,2,0,2
5051,beach,seat,crossclassified,2,2,0
6380,bowl,foot,crossclassified,2,2,0
2313,airplanes,airport,crossclassified,2,0,2
10864,bathtub,washstand,crossclassified,2,2,0
6385,female,man,co-hyponymy,2,0,2
6267,bench,socks,crossclassified,2,2,0
10931,counter,fruits,crossclassified,2,2,0
11585,aquarium,pillow,crossclassified,2,2,0
2342,light,man,crossclassified,2,0,2
5194,airplane,wheels,crossclassified,2,2,0
11001,boat,fence,crossclassified,2,2,0
10999,boat,gate,crossclassified,2,2,0
2343,general,man,hypernymy.2,2,0,2
14100,carpet,heels,crossclassified,2,2,0
15315,train,wheels,crossclassified,2,2,0
6161,commuter,man,crossclassified,2,0,2
14096,horse,nose,crossclassified,2,2,0
6145,bag,person,hypernymy.2,2,0,2
14095,horse,snout,crossclassified,2,2,0
5181,haircut,woman,crossclassified,2,0,2
6167,food,samosas,hypernymy.1,2,2,0
2619,tailgate,truck,crossclassified,2,0,2
2620,fender,truck,crossclassified,2,0,2
11548,boat,watermelon,crossclassified,2,2,0
6180,shelter,umbrella,hypernymy.1,2,0,2
11003,floor,flowerpot,crossclassified,2,2,0
2608,bentonite,food,crossclassified,2,0,2
14083,bucket,canister,crossclassified,2,0,2
6129,scatting,skier,crossclassified,2,0,2
5207,cot,crib,synonymy,2,0,2
11528,clock,van,crossclassified,2,0,2
14118,canisters,table,crossclassified,2,0,2
6120,blanket,dog,crossclassified,2,0,2
14115,rail,skateboard,crossclassified,2,2,0
6127,men,skier,crossclassified,2,0,2
6128,female,skier,crossclassified,2,0,2
11010,camera,screen,crossclassified,2,2,0
6143,jacket,kerchief,crossclassified,2,2,0
6132,person,wineglass,crossclassified,2,2,0
6135,apple,pie,crossclassified,2,1,1
6138,apple,bed,crossclassified,2,1,1
2344,board,desk,crossclassified,2,0,2
11005,floor,man,crossclassified,2,1,1
5197,jacket,keyboard,crossclassified,2,2,0
