	max_domain	people	clothing	animals_plants	home	food	vehicles	buildings	SUM
$music center	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$music instrument	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$night stand	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$office cabin	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$outlet	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$pand	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$panel	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$papasan chair	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$paper container	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$passanger seat	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$patio set	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$pattern	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$peel	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$pen holder	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$peper	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$peppers	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$piad	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$piano bench	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$picture of food	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$piiiow	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$pizza shovel	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$pizza spatula	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$pizza station	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$place mat	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$plaet	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$plank	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$plate of pancakes	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$poem	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$pudding	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$quartz	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$rable	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$re mote	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$remo	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$remote controlar	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$rollerskates	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$roop	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$salf	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$saloon chair	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$salt	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$scertpored	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$seat cushion	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$serving plate	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$shari	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$sheet pan	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$shitrt	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$shoot cash	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$shopping center	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$short sleeve top	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$shower stall	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$silverwave	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$sinki	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$skate park	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$skateboard park	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$sketch	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$slice of cake	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$snowboards	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$souffle cup	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$spool	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$spula	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$statue clock	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$styrofoam container	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$tab;e	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$table top	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$table, cafe table	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$tawa	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$tea bowl	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$telesvion	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$toothbrush holder	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$toy train	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$tub box	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$tube box	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$turntable	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$twin bed	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$unit	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$units	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$utinsel	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$vase base	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$vegteble	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$vessel	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$video	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$video game	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$wall decor	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$wase pasan	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$wash basin cabinet	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$wash palshin	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$washbasion	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$washingmachine	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$whash passion	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$wood bench	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$wooder chair	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$wsah passions	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$yarn bowl	home	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12
$a-frame house	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$america outfits	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$batters stand	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$batting cage	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$boat shed	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$bordwalk	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$boulder	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$breach	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$breez	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$brick bridge	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$brick structure	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$brideg	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$bridge railing	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$brirde	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$building logo	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$burner	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$bus station	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$buses	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$camper trailer	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$canopy tent	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$checkpoint	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$copord	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$corp	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$covered corral	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$covered hut	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$cpver	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$cronuts	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$cyckal	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$deck with overhang	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$dent	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$depot	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$dugoout	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$elephants	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$embankment	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$escalator	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$fensing	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$finishline	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$fireengine	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$firesarves van	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$flatform	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$green house	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$hopuse	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$hote.	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$houses of parliament	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$jarken	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$kight	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$lader	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$meirr	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$morale	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$mountatns	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$notice board	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$overhead	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$park	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$parking board	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$pilings	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$playing ground	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$powergrid	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$railroad bridge	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$rain shelter	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$restarunt	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$ribben	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$riders	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$ruin	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$ruins	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$semi trailer	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$sheltered bench	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$ski group	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$skyway	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$spooon	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$stone cave	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$streps	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$sundae	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$tentcover	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$train play structure	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$trestle	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$treuk	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$tunnels	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$volleyball net	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$wal	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$walkway underpass	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$window with blinds	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$wndow	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$wod	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$woodern house	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12
$aeoplane	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$airiplane	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$airplace	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$asphalt	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$automoblie	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$baluown	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$bike front	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$boxcars	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$buiting	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$cadet	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$canoes	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$cockpit	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$continer	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$convertable	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$crash	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$fighter	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$fishermen	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$front end	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$golf cart	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$handle bar	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$jalopy	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$luggage carrier	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$mirrea	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$motor scooter	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$old train	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$pay trolley	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$pizza sub	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$propellor	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$raceway	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$rail car	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$rear-view mirror	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$rocket	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$roof rack	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$roofrack	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$roote	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$shipping container	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$subway, train	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$tanker truck	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$train door	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$traintracks	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$trash truck	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$trck	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$truck cab	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$truck hauler	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$vechicles	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$vehicle bumper	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$velle	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$whale	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$wind sheild	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$wipers	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$wreck	vehicles	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12
$baby dress	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$bird hat	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$brushing teeth	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$bustier	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$cat sweater	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$clouds	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$cokiess	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$culd	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$deass	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$dress jacket	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$exhaust hood	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$eyewear	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$fire hose	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$formalwear	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$hacket	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$jackets	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$jacketz	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$jaw	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$jersy	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$jewellery	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$jocks	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$knit cap	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$lingerie	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$longcoat	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$moblile phone	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$paint brush	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$person with dress	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$pet sweater	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$plaid shirt	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$potty lid	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$pumb	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$recorder	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$santa cloth	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$santa robe	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$scraf	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$sleep mask	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$sleeping mask	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$stable care taker	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$starchu	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$taiyes	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$tatey	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$thermo meter	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$ties	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$tiloet	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$toque	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$trenchcoat	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$trousar	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$tuxedo jacket	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$vents	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$wii controller	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$zipper	clothing	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.12
$alpaca	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$archer	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$bairts	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$bone	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$brids	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$butt	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$cap[	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$caribou	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$cat reflection	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$charging cord	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$cheppla	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$chicken tenders	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$cooling glass	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$cow, bovine	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$design	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$dog toy	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$doily	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$dvd plyar	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$fillet	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$flower lamb	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$flower pedal	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$flower stems	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$follower	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$giffrafe	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$giraff	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$goatq	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$group of cows	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$gull	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$halmate	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$herd of cattle	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$horns	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$horse and rider	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$horse head	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$horse replica	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$hybrid	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$keybored	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$linoleum	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$lioness	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$muel	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$needlepoint	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$quarter-pipe	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$sculture	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$sheeep	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$small stone	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$stachu	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$stamen	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$straw decoration	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$stringray	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$stripes	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$stuffed duck	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$weeds	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$whooping crane	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$wildabeast	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$workhorse	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$wotten	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$yawn	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
$zeba	animals_plants	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.12
