items,quality_control,source,assignments
"[['http://object-naming-amore.upf.edu//2330314_3186530_singleton_obj.png', ['cae', 'cake', 'food']], ['http://object-naming-amore.upf.edu//2416737_3551104_seed_ambiguous.png', ['chair', 'wall', 'bench']], ['http://object-naming-amore.upf.edu//2386890_1281405_singleton_obj.png', ['laptop', 'lqptop', 'desk', 'table']], ['http://object-naming-amore.upf.edu//2412974_299026_singleton_obj.png', ['motorcycle', 'motorcyycle', 'woman', 'biker']], ['http://object-naming-amore.upf.edu//2400930_404139_supercat_unique.png', ['child', 'bench', 'boy', 'legs']], ['http://object-naming-amore.upf.edu//2354235_2697727_singleton_obj.png', ['pole', 'tent', 'canopy', 'canpy', 'screen']], ['http://object-naming-amore.upf.edu//2369147_1819323_supercat_unique.png', ['sweater', 'jacket', 'sweatshirt', 'ribbon', 'clothing', 'arm', 'shirt']]]","['7b22636165223a202273616e732d63616b65222c202263616b65223a2022617269616c227d', '7b2277616c6c223a20227365726966222c202262656e6368223a2022617269616c227d', '7b226c7170746f70223a202273616e732d6c6170746f70222c20226465736b223a2022617269616c227d', '7b226d6f746f72637979636c65223a202273616e732d6d6f746f726379636c65222c2022776f6d616e223a2022617269616c227d', '7b226c656773223a20227365726966222c202262656e6368223a2022617269616c227d', '7b2263616e7079223a202273616e732d63616e6f7079222c202274656e74223a2022617269616c227d', '7b22726962626f6e223a20227365726966222c20227368697274223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_277___../1_pre-pilot/verification_round2_amt.csv_1145,2
"[['http://object-naming-amore.upf.edu//2342417_934386_seed_ambiguous.png', ['carpet', 'foot', 'rug']], ['http://object-naming-amore.upf.edu//2378990_1362208_singleton_obj.png', ['thumbs', 'motorcycle', 'bike']], ['http://object-naming-amore.upf.edu//2417608_2850975_supercat_unique.png', ['person', 'child', 'girl', 'preson']], ['http://object-naming-amore.upf.edu//2385880_1291906_singleton_obj.png', ['t-shitr', 'surfboard', 'shirt', 't-shirt']], ['http://object-naming-amore.upf.edu//2408969_251479_singleton_obj.png', ['motoryccle', 'wheel', 'bike', 'motorcycle']], ['http://object-naming-amore.upf.edu//4077_1556611_singleton_obj.png', ['dresser', 'bet', 'cabinet', 'dressre', 'table']], ['http://object-naming-amore.upf.edu//2372258_592911_supercat_unique.png', ['plate', 'gravy', 'fume', 'food', 'egg yolk', 'sauce', 'yolk']]]","['7b22666f6f74223a20227365726966222c2022727567223a2022617269616c222c2022636172706574223a2022626f6c642d727567227d', '7b227468756d6273223a2022636f7572696572222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b22707265736f6e223a202273616e732d706572736f6e222c20226769726c223a2022617269616c227d', '7b22742d7368697472223a202273616e732d742d7368697274222c20227368697274223a2022617269616c227d', '7b226d6f746f727963636c65223a202273616e732d6d6f746f726379636c65222c20226d6f746f726379636c65223a2022617269616c222c2022776865656c223a2022626f6c642d62696b65227d', '7b2264726573737265223a202273616e732d64726573736572222c202264726573736572223a2022617269616c227d', '7b2266756d65223a2022636f7572696572222c20227361756365223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_278___../1_pre-pilot/verification_round2_amt.csv_1150,2
"[['http://object-naming-amore.upf.edu//1159907_1598944_singleton_obj.png', ['east', 'desk', 'keyboard']], ['http://object-naming-amore.upf.edu//2334589_3457652_supercat_unique.png', ['fod', 'food', 'pizza']], ['http://object-naming-amore.upf.edu//2326734_2868772_singleton_obj.png', ['human', 'woman', 'wall', 'person']], ['http://object-naming-amore.upf.edu//2415802_3302197_singleton_obj.png', ['wheel', 'truck', 'n', 'car']], ['http://object-naming-amore.upf.edu//2364498_2240931_singleton_obj.png', ['person', 'jacket', 'woman', 'probe']], ['http://object-naming-amore.upf.edu//2389698_503168_singleton_obj.png', ['grass', 'railcar', 'boxcars', 'sign', 'train', 'train car']], ['http://object-naming-amore.upf.edu//2358417_2624094_singleton_obj.png', ['woman', 'shoe', 'woan', 'girl', 'skater', 'skateboarder']]]","['7b2265617374223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b22666f64223a202273616e732d666f6f64222c202270697a7a61223a2022617269616c227d', '7b2277616c6c223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b226e223a20227365726966222c2022747275636b223a2022617269616c227d', '7b2270726f6265223a2022636f7572696572222c2022776f6d616e223a2022617269616c227d', '7b226772617373223a20227365726966222c2022747261696e223a2022617269616c227d', '7b22776f616e223a202273616e732d776f6d616e222c2022776f6d616e223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_279___../1_pre-pilot/verification_round2_amt.csv_1170,2
"[['http://object-naming-amore.upf.edu//2377330_1951734_supercat_unique.png', ['beef', 'meat', 'ground', 'food']], ['http://object-naming-amore.upf.edu//2342918_929395_supercat_unique.png', ['animal', 'skirt', 'pony', 'horse']], ['http://object-naming-amore.upf.edu//2357089_2006494_singleton_obj.png', ['woman', 't-shirt', 'girl', 'blanket']], ['http://object-naming-amore.upf.edu//2344897_2276110_singleton_obj.png', ['baseball player', 'man', 'batter', 'faith', 'player', 'bat']], ['http://object-naming-amore.upf.edu//2400871_1154138_singleton_obj.png', ['jcaket', 'robe', 'shirt', 'hoodie', 'sweatshirt', 'jacket']], ['http://object-naming-amore.upf.edu//2338966_2248672_singleton_obj.png', ['player', 'baseball player', 'bat', 'person', 'man', 'batter', 'pizza', 'catcher']]]","['7b2267726f756e64223a20227365726966227d', '7b22736b697274223a20227365726966227d', '7b22626c616e6b6574223a20227365726966227d', '7b226661697468223a2022636f7572696572227d', '7b226a63616b6574223a202273616e732d6a61636b6574227d', '7b2263617463686572223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_27___../1_pre-pilot/verification_round0_amt.csv_136,2
"[['http://object-naming-amore.upf.edu//2401861_1143265_singleton_obj.png', ['bed', 'pillow', 'frisbie']], ['http://object-naming-amore.upf.edu//2329148_3188565_singleton_obj.png', ['ear', 'cat', 'bench']], ['http://object-naming-amore.upf.edu//2343201_926339_seed_ambiguous.png', ['shiny', 'couch', 'table', 'sofa']], ['http://object-naming-amore.upf.edu//2386504_1285489_singleton_obj.png', ['shirt', 'phone', 'person', 'woman']], ['http://object-naming-amore.upf.edu//2325123_3274359_seed_ambiguous.png', ['table', 'rug', 'mat', 'sussex']], ['http://object-naming-amore.upf.edu//2379960_1352304_singleton_obj.png', ['person', 'cap', 'tennis player', 'boy', 'child', 'tenns player']], ['http://object-naming-amore.upf.edu//2325821_2789337_singleton_obj.png', ['counter', 'glass', 'cuonter', 'bottle', 'countertop', 'stove']]]","['7b2266726973626965223a2022636f7572696572222c2022626564223a2022617269616c227d', '7b22656172223a20227365726966222c202262656e6368223a2022617269616c227d', '7b227368696e79223a2022636f7572696572222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b2270686f6e65223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b22737573736578223a2022636f7572696572222c2022727567223a2022617269616c227d', '7b2274656e6e7320706c61796572223a202273616e732d74656e6e697320706c61796572222c2022626f79223a2022617269616c227d', '7b2263756f6e746572223a202273616e732d636f756e746572222c2022636f756e746572223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_280___../1_pre-pilot/verification_round2_amt.csv_1223,2
"[['http://object-naming-amore.upf.edu//2395748_1203254_singleton_obj.png', ['mauve', 'car', 'vehicle']], ['http://object-naming-amore.upf.edu//2417202_3469398_singleton_obj.png', ['animal', 'sheep', 'grass']], ['http://object-naming-amore.upf.edu//2363680_3744503_seed_ambiguous.png', ['car', 'wheel', 'vehicle', 'window']], ['http://object-naming-amore.upf.edu//2401489_1147312_seed_ambiguous.png', ['carpet', 'figure', 'cat', 'rug']], ['http://object-naming-amore.upf.edu//2417848_3406564_singleton_obj.png', ['automobile', 'bus', 'tire', 'train']], ['http://object-naming-amore.upf.edu//2350996_2195221_singleton_obj.png', ['boy', 'orange', 'shirt', 'orannge', 'kid', 'child']], ['http://object-naming-amore.upf.edu//2391779_1237435_supercat_unique.png', ['couch', 'laptop', 'boys', 'bitter', 'sofa', 'chairs']]]","['7b226d61757665223a2022636f7572696572222c2022636172223a2022617269616c227d', '7b226772617373223a20227365726966222c20227368656570223a2022617269616c227d', '7b2277696e646f77223a20227365726966222c2022636172223a2022617269616c227d', '7b22666967757265223a20227365726966222c2022727567223a2022617269616c222c2022636172706574223a2022626f6c642d727567227d', '7b2274697265223a20227365726966227d', '7b226f72616e6e6765223a202273616e732d6f72616e6765222c2022626f79223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d', '7b22626974746572223a2022636f7572696572222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d']",../1_crowdsourced/to_be_redone_amt.csv_281___../1_pre-pilot/verification_round2_amt.csv_1224,2
"[['http://object-naming-amore.upf.edu//2400578_1157131_singleton_obj.png', ['goat', 'untied', 'sheep']], ['http://object-naming-amore.upf.edu//2390859_1246365_supercat_unique.png', ['shirt', 'wheelie', 'dress']], ['http://object-naming-amore.upf.edu//2327731_2817286_singleton_obj.png', ['counter', 'utensil', 'stove', 'stove top']], ['http://object-naming-amore.upf.edu//2402050_1140986_singleton_obj.png', ['person', 'sunglasses', 'wrist', 'woman']], ['http://object-naming-amore.upf.edu//2354102_1850126_singleton_obj.png', ['flop', 'lamb', 'sheep', 'goat']], ['http://object-naming-amore.upf.edu//2381359_541993_supercat_unique.png', ['logo', 'bear', 'doll', 'toy', 'cake', 'cupcake']], ['http://object-naming-amore.upf.edu//2359927_1984887_singleton_obj.png', ['cellphone', 'man', 'phone', 't-shirt', 'person', 'window']]]","['7b22756e74696564223a2022636f7572696572222c20227368656570223a2022617269616c227d', '7b22776865656c6965223a2022636f7572696572222c20226472657373223a2022617269616c227d', '7b227574656e73696c223a20227365726966222c2022636f756e746572223a2022617269616c227d', '7b227772697374223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b22666c6f70223a2022636f7572696572222c20227368656570223a2022617269616c227d', '7b226c6f676f223a20227365726966222c202263757063616b65223a2022617269616c227d', '7b2277696e646f77223a20227365726966222c20226d616e223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_282___../1_pre-pilot/verification_round2_amt.csv_1229,2
"[['http://object-naming-amore.upf.edu//2327997_978965_singleton_obj.png', ['sign', 'vehicle', 'train']], ['http://object-naming-amore.upf.edu//2345208_2680041_seed_ambiguous.png', ['pizza', 'food', 'spade']], ['http://object-naming-amore.upf.edu//2403149_356292_supercat_unique.png', ['mouse', 'cycler', 'desk', 'table']], ['http://object-naming-amore.upf.edu//2362246_3751258_seed_ambiguous.png', ['ship', 'shoot', 'boat', 'sailboat']], ['http://object-naming-amore.upf.edu//2368333_618480_singleton_obj.png', ['sandwich', 'sub', 'food', 'stripes']], ['http://object-naming-amore.upf.edu//2401192_1150561_singleton_obj.png', ['cat', 'stuffed animal', 'doll', 'pillow', 'toy', 'ribbon']], ['http://object-naming-amore.upf.edu//2341460_2083937_singleton_obj.png', ['floor', 'mat', 'carpet', 'saggy', 'rug', 'table']]]","['7b227369676e223a20227365726966222c2022747261696e223a2022617269616c227d', '7b227370616465223a20227365726966222c202270697a7a61223a2022617269616c227d', '7b226379636c6572223a2022636f7572696572222c20226465736b223a2022617269616c227d', '7b2273686f6f74223a2022636f7572696572222c2022626f6174223a2022617269616c227d', '7b2273747269706573223a20227365726966222c202273616e6477696368223a2022617269616c227d', '7b22726962626f6e223a20227365726966222c2022636174223a2022617269616c227d', '7b227361676779223a2022636f7572696572222c2022727567223a2022617269616c222c2022636172706574223a2022626f6c642d727567227d']",../1_crowdsourced/to_be_redone_amt.csv_283___../1_pre-pilot/verification_round2_amt.csv_1230,2
"[['http://object-naming-amore.upf.edu//2404903_1111921_supercat_unique.png', ['table', 'pzza', 'pizza']], ['http://object-naming-amore.upf.edu//2367544_751258_singleton_obj.png', ['bottle', 'vase', 'board']], ['http://object-naming-amore.upf.edu//2342158_936632_singleton_obj.png', ['fruis', 'food', 'fruits', 'bowl']], ['http://object-naming-amore.upf.edu//2371172_740156_supercat_ambiguous.png', ['kid', 'child', 'girl', 'woman']], ['http://object-naming-amore.upf.edu//2379674_1355440_singleton_obj.png', ['kits', 'container', 'bowl', 'lid']], ['http://object-naming-amore.upf.edu//2410356_219686_supercat_unique.png', ['bun', 'food', 'bread', 'aegean', 'hotdog', 'sandwich']], ['http://object-naming-amore.upf.edu//2378100_3375421_singleton_obj.png', ['countertop', 'kitchen counter', 'counter', 'buffet', 'table', 'worms']]]","['7b22707a7a61223a202273616e732d70697a7a61222c20227461626c65223a2022617269616c227d', '7b22626f617264223a20227365726966222c202276617365223a2022617269616c227d', '7b226672756973223a202273616e732d667275697473222c2022626f776c223a2022617269616c227d', '7b22776f6d616e223a20227365726966222c20226769726c223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d', '7b226b697473223a2022636f7572696572222c2022626f776c223a2022617269616c227d', '7b2261656765616e223a2022636f7572696572227d', '7b22776f726d73223a2022636f7572696572222c2022636f756e746572223a2022617269616c222c2022627566666574223a2022626f6c642d636f756e746572227d']",../1_crowdsourced/to_be_redone_amt.csv_284___../1_pre-pilot/verification_round2_amt.csv_1327,2
"[['http://object-naming-amore.upf.edu//2392949_1224334_singleton_obj.png', ['motorcycle', 'car', 'bike']], ['http://object-naming-amore.upf.edu//2362470_774068_singleton_obj.png', ['tie', 'necktie', 'treebox']], ['http://object-naming-amore.upf.edu//2370025_606958_singleton_obj.png', ['pigeons', 'bench', 'chair', 'pigons']], ['http://object-naming-amore.upf.edu//2408436_261839_supercat_ambiguous.png', ['tie', 'necktie', 'shirt', 'collar']], ['http://object-naming-amore.upf.edu//2384609_525608_supercat_unique.png', ['cake', 'fine', 'fihe', 'table']], ['http://object-naming-amore.upf.edu//2347919_1745727_singleton_obj.png', ['counter', 'trim', 'table', 'kitchen counter', 'countertop', 'island']], ['http://object-naming-amore.upf.edu//2350734_865790_singleton_obj.png', ['girl', 'woman', 'tennis player', 'shoe', 'player', 't-shirt']]]","['7b22636172223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b2274726565626f78223a2022636f7572696572222c2022746965223a2022617269616c222c20226e65636b746965223a2022626f6c642d746965227d', '7b227069676f6e73223a202273616e732d706967656f6e73222c202262656e6368223a2022617269616c227d', '7b22636f6c6c6172223a20227365726966222c2022746965223a2022617269616c222c20226e65636b746965223a2022626f6c642d746965227d', '7b2266696865223a202273616e732d66696e65222c20227461626c65223a2022617269616c227d', '7b227472696d223a20227365726966222c2022636f756e746572223a2022617269616c227d', '7b2273686f65223a20227365726966222c2022776f6d616e223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_285___../1_pre-pilot/verification_round2_amt.csv_1408,2
"[['http://object-naming-amore.upf.edu//2411317_313439_supercat_unique.png', ['button', 'shirt', 'man']], ['http://object-naming-amore.upf.edu//2358311_804044_singleton_obj.png', ['food', 'pitting', 'donut']], ['http://object-naming-amore.upf.edu//2397934_1184860_singleton_obj.png', ['sweeater', 'sweater', 'shirt', 'donut']], ['http://object-naming-amore.upf.edu//2328427_977672_singleton_obj.png', ['cap', 'lamp', 'dress', 'woman']], ['http://object-naming-amore.upf.edu//2414684_153953_singleton_obj.png', ['veiny', 'van', 'car', 'vehicle']], ['http://object-naming-amore.upf.edu//2327466_3396635_singleton_obj.png', ['measuring cup', 'mixer', 'cup', 'spoons', 'food', 'glass']], ['http://object-naming-amore.upf.edu//2333513_2948766_singleton_obj.png', ['granola', 'food', 'cookie', 'snack', 'it', 'desert']]]","['7b22627574746f6e223a20227365726966222c20227368697274223a2022617269616c227d', '7b2270697474696e67223a2022636f7572696572222c2022646f6e7574223a2022617269616c227d', '7b227377656561746572223a202273616e732d73776561746572222c20227368697274223a2022617269616c227d', '7b226c616d70223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b227665696e79223a2022636f7572696572222c2022636172223a2022617269616c227d', '7b2273706f6f6e73223a20227365726966227d', '7b226974223a20227365726966222c2022636f6f6b6965223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_286___../1_pre-pilot/verification_round2_amt.csv_1409,2
"[['http://object-naming-amore.upf.edu//2388459_1268748_singleton_obj.png', ['fountain', 'bridge', 'pole']], ['http://object-naming-amore.upf.edu//2341486_942462_supercat_unique.png', ['knive', 'car', 'house']], ['http://object-naming-amore.upf.edu//2399454_1169563_singleton_obj.png', ['table', 'glass', 'donuts', 'doonuts']], ['http://object-naming-amore.upf.edu//2315626_3355892_seed_ambiguous.png', ['kid', 'child', 'chlid', 'girl']], ['http://object-naming-amore.upf.edu//2337437_2077691_singleton_obj.png', ['child', 'kid', 'boy', 'sailor']], ['http://object-naming-amore.upf.edu//2318810_3169453_singleton_obj.png', ['counter', 'cabinets', 'countertop', 'knob', 'table', 'cup']], ['http://object-naming-amore.upf.edu//2337656_2628083_singleton_obj.png', ['desk', 'table top', 'sewing table', 'table', 'scissor', 'handle']]]","['7b22666f756e7461696e223a20227365726966222c2022627269646765223a2022617269616c227d', '7b226b6e697665223a2022636f7572696572222c2022686f757365223a2022617269616c227d', '7b22646f6f6e757473223a202273616e732d646f6e757473222c20227461626c65223a2022617269616c227d', '7b2263686c6964223a202273616e732d6368696c64222c20226368696c64223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d', '7b227361696c6f72223a20227365726966222c2022626f79223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d', '7b226b6e6f62223a20227365726966222c2022636f756e746572223a2022617269616c227d', '7b2268616e646c65223a20227365726966222c20227461626c65223a2022617269616c227d']",../1_crowdsourced/to_be_redone_amt.csv_287___../1_pre-pilot/verification_round2_amt.csv_1427,1
